epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,124.964,3.25544,4.70981,4.24383,0.00154,0.39363,0.00255,0.00083,3.14251,4.73465,4.15725,0.003,0.003,0.003
